id,link,name,brand,rel_year,rel_decade,notes,occasion,occasion_numbers,scent,longevity,sillage,bottle,value_for_money,season,season_numbers,style,style_numbers,type,type_numbers
432,https://www.parfumo.com/Perfumes/marc-gebauer/orange-flamingo,Orange Flamingo  ,Marc Gebauer,2021,2020,"['Orange blossom', 'Orange', 'Bergamot', 'Lily of the valley', 'Jasmine', 'Rose', 'Cedarwood', 'Clove', 'Musk', 'Woody notes']","['Daily', 'Sport', 'Leisure', 'Night Out', 'Business', 'Evening']","[25, 11, 25, 11, 18, 9]",8.0,9.0,8.5,6.9,7.1,"['Winter', 'Fall', 'Summer', 'Spring']","[7, 15, 40, 38]","['Masculine', 'Feminine', 'Classic', 'Modern']","[35, 27, 14, 24]","['Citrus', 'Sweet', 'Fruity', 'Fresh', 'Creamy', 'Floral']","[16, 10, 19, 25, 6, 23]"
433,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/la-nuit-de-l-homme-bleu-electrique,La Nuit de L'Homme Bleu Électrique  ,Yves Saint Laurent,2021,2020,"['Cardamom', 'Ginger', 'Bergamot', 'French lavender', 'Geranium', 'Cedarwood', 'Vetiver']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[18, 20, 24, 14, 25]",8.5,7.2,7.0,7.8,7.7,"['Winter', 'Fall', 'Summer', 'Spring']","[23, 31, 17, 29]","['Masculine', 'Feminine', 'Classic', 'Modern']","[47, 4, 16, 32]","['Spicy', 'Synthetic', 'Sweet', 'Oriental', 'Woody', 'Fresh', 'Floral']","[26, 7, 24, 5, 11, 21, 6]"
434,https://www.parfumo.com/Perfumes/Essential_Parfums/bois-imperial-eau-de-parfum-1,Bois Impérial ,Essential Parfums,2020,2020,"['Akigalawood®', 'Ambrofix', 'Georgywood®', 'Thai basil', 'Nepalese sichuan pepper', 'Grapefruit', 'Haitian vetiver', 'Petalia®', 'Indonesian patchouli']","['Daily', 'Sport', 'Leisure', 'Night Out', 'Business', 'Evening']","[25, 9, 23, 11, 21, 11]",8.1,8.6,8.2,7.3,8.8,"['Winter', 'Fall', 'Summer', 'Spring']","[15, 27, 27, 31]","['Masculine', 'Feminine', 'Classic', 'Modern']","[43, 12, 18, 27]","['Citrus', 'Spicy', 'Synthetic', 'Woody', 'Green', 'Fresh']","[7, 15, 20, 24, 10, 24]"
435,https://www.parfumo.com/Perfumes/Initio/musk-therapy-extrait-de-parfum,Musk Therapy ,Initio,2021,2020,"['White musk', 'Mandarin orange', 'Blackcurrant', 'Pink musk', 'Bergamot', 'Indian sandalwood', 'Magnolia']","['Daily', 'Sport', 'Leisure', 'Night Out', 'Business', 'Evening']","[25, 6, 25, 12, 20, 12]",8.2,8.0,7.3,8.5,6.5,"['Winter', 'Fall', 'Summer', 'Spring']","[14, 23, 29, 33]","['Masculine', 'Feminine', 'Classic', 'Modern']","[22, 41, 14, 23]","['Citrus', 'Sweet', 'Powdery', 'Fruity', 'Fresh', 'Creamy', 'Floral']","[8, 16, 9, 15, 17, 23, 12]"
436,https://www.parfumo.com/Perfumes/Missoni/missoni-wave,Missoni Wave  ,Missoni,2020,2020,"['Italian mandarin orange', 'Marine notes', 'Clary sage', 'Egyptian  pelargonium', 'Lavender', 'Rosemary', 'Vanilla orchid', 'Haitian vetiver', 'Oakmoss', 'Patchouli']","['Daily', 'Sport', 'Leisure', 'Night Out', 'Business', 'Evening']","[25, 20, 25, 6, 19, 5]",8.0,7.3,7.0,8.0,9.0,"['Fall', 'Summer', 'Spring']","[13, 47, 40]","['Masculine', 'Feminine', 'Classic', 'Modern']","[47, 5, 12, 35]","['Citrus', 'Synthetic', 'Sweet', 'Fresh', 'Creamy', 'Aquatic']","[21, 6, 9, 27, 12, 25]"
437,https://www.parfumo.com/Perfumes/Giorgio_Armani/acqua-di-gio-profondo-2020-eau-de-parfum,Acqua di Giò Profondo ,Giorgio Armani,2020,2020,"['Aquozone', 'Bergamot', 'Brazilian green mandarin orange', 'Mastic absolute', 'Cypress', 'Lavender', 'Rosemary', 'Mineral amber', 'Musk', 'Guatemala patchouly']","['Daily', 'Sport', 'Leisure', 'Night Out', 'Business', 'Evening']","[24, 16, 24, 8, 20, 7]",7.6,6.8,6.6,7.6,7.0,"['Winter', 'Fall', 'Summer', 'Spring']","[6, 14, 42, 38]","['Masculine', 'Classic', 'Modern']","[48, 20, 32]","['Citrus', 'Spicy', 'Synthetic', 'Woody', 'Green', 'Fresh', 'Aquatic']","[17, 8, 10, 6, 5, 26, 27]"
438,https://www.parfumo.com/Perfumes/Louis_Vuitton/pacific-chill,Pacific Chill  ,Louis Vuitton,2023,2020,"['Apricot', 'Orange', 'Peppermint', 'Ambrette seed', 'Basil', 'Blackcurrant', 'Citron', 'Date', 'Fig', 'Lemon', 'Carrot seed', 'Coriander seed', 'May rose']","['Daily', 'Sport', 'Leisure', 'Night Out', 'Business', 'Evening']","[25, 14, 26, 11, 15, 9]",8.3,6.8,6.8,9.0,5.8,"['Fall', 'Summer', 'Spring']","[6, 54, 39]","['Masculine', 'Feminine', 'Classic', 'Modern']","[34, 27, 8, 31]","['Citrus', 'Sweet', 'Green', 'Fruity', 'Fresh', 'Aquatic']","[20, 16, 11, 24, 23, 7]"
439,https://www.parfumo.com/Perfumes/Givenchy/gentleman-givenchy-reserve-privee,Gentleman Givenchy Réserve Privée  ,Givenchy,2022,2020,"['Scotch whisky absolute', 'Italian bergamot', 'Chestnut', 'Italian iris concrete', 'Benzoin Siam', 'Indonesian patchouli', 'Virginia cedar', 'Haitian vetiver']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[10, 16, 30, 11, 33]",8.3,7.9,7.5,8.0,7.9,"['Winter', 'Fall', 'Spring']","[42, 43, 15]","['Masculine', 'Classic', 'Modern']","[51, 30, 19]","['Spicy', 'Sweet', 'Powdery', 'Woody', 'Gourmand', 'Creamy']","[20, 22, 19, 17, 10, 12]"
440,https://www.parfumo.com/Perfumes/Parfums_de_Marly/greenley,Greenley  ,Parfums de Marly,2020,2020,"['Green apple', 'Cashmere wood', 'Mandarin orange', 'Sicilian bergamot', 'Pomarose®', 'Cedarwood', 'Petitgrain', 'Violet', 'Amberwood', 'Musk', 'Oakmoss']","['Daily', 'Sport', 'Leisure', 'Night Out', 'Business', 'Evening']","[26, 16, 26, 7, 19, 6]",7.8,7.4,7.1,8.5,6.3,"['Fall', 'Summer', 'Spring']","[15, 43, 42]","['Masculine', 'Feminine', 'Classic', 'Modern']","[44, 10, 19, 28]","['Citrus', 'Spicy', 'Synthetic', 'Sweet', 'Woody', 'Green', 'Fruity', 'Fresh']","[15, 5, 6, 5, 11, 20, 15, 22]"
441,https://www.parfumo.com/Perfumes/Dior/dior-homme-2020-eau-de-toilette,Dior Homme ,Dior,2020,2020,"['Bergamot', 'Elemi resin', 'Pink pepper', 'Atlas cedar', 'Patchouli', 'Haitian vetiver', 'Musk']","['Daily', 'Sport', 'Leisure', 'Night Out', 'Business', 'Evening']","[24, 7, 22, 12, 22, 13]",7.7,7.2,6.8,8.2,7.3,"['Winter', 'Fall', 'Summer', 'Spring']","[17, 29, 23, 31]","['Masculine', 'Classic', 'Modern']","[49, 25, 27]","['Citrus', 'Spicy', 'Synthetic', 'Woody', 'Resinous', 'Fresh']","[15, 19, 8, 29, 5, 24]"
442,https://www.parfumo.com/Perfumes/Clive_Christian/xxi-art-deco-blonde-amber,XXI: Art Deco - Blonde Amber  ,Clive Christian,2022,2020,"['Amber', 'Dried fruits', 'Tonka bean', 'Blond tobacco', 'Tuberose', 'Bitter orange', 'Jasmine']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[7, 13, 37, 6, 36]",9.0,8.4,8.1,8.9,5.2,"['Winter', 'Fall', 'Summer', 'Spring']","[36, 38, 7, 20]","['Masculine', 'Feminine', 'Classic', 'Modern']","[40, 19, 20, 21]","['Spicy', 'Sweet', 'Oriental', 'Woody', 'Resinous', 'Gourmand', 'Fruity', 'Creamy', 'Floral']","[18, 23, 11, 6, 6, 7, 7, 15, 7]"
443,https://www.parfumo.com/Perfumes/Giorgio_Armani/emporio-armani-stronger-with-you-absolutely,Emporio Armani - Stronger With You Absolutely  ,Giorgio Armani,2021,2020,"['Rum', 'Elemi resin', 'Bergamot', 'Davana', 'Lavender', 'Marron glacé', 'Bourbon vanilla', 'Cedarwood', 'Patchouli']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[9, 16, 33, 6, 36]",8.3,8.4,8.2,7.7,8.0,"['Winter', 'Fall', 'Spring']","[47, 43, 10]","['Masculine', 'Feminine', 'Classic', 'Modern']","[48, 6, 17, 29]","['Spicy', 'Sweet', 'Oriental', 'Woody', 'Resinous', 'Gourmand']","[19, 28, 11, 13, 6, 23]"
444,https://www.parfumo.com/Perfumes/Versace/eros-eau-de-parfum,Eros ,Versace,2020,2020,"['Italian lemon', 'Spearmint', 'Candied apple', 'Italian mandarin orange', 'Ambermax®', 'Clary sage', 'Geranium', 'Patchouli Orpur®', 'Sandalwood', 'Vanilla', 'Virginia cedar', 'Vetiver Orpur®', 'Leather']","['Daily', 'Sport', 'Leisure', 'Night Out', 'Business', 'Evening']","[16, 7, 21, 24, 9, 22]",7.8,7.7,7.6,8.1,7.8,"['Winter', 'Fall', 'Summer', 'Spring']","[19, 26, 25, 30]","['Masculine', 'Classic', 'Modern']","[48, 8, 44]","['Citrus', 'Spicy', 'Synthetic', 'Sweet', 'Fruity', 'Fresh']","[18, 6, 12, 24, 16, 24]"
445,https://www.parfumo.com/Perfumes/Parfums_de_Marly/haltane,Haltane  ,Parfums de Marly,2021,2020,"['Clary sage', 'Lavender', 'Bergamot', 'Saffron', 'Praliné', 'Cedarwood', 'Elder wood', 'Musk', 'Oud', 'Leather', 'Patchouli', 'Vetiver']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[12, 17, 29, 11, 31]",8.3,8.3,8.0,8.5,6.7,"['Winter', 'Fall', 'Summer', 'Spring']","[36, 38, 5, 20]","['Masculine', 'Feminine', 'Classic', 'Modern']","[51, 4, 30, 15]","['Spicy', 'Sweet', 'Oriental', 'Leathery', 'Woody', 'Resinous', 'Green']","[23, 16, 17, 10, 23, 6, 5]"
446,https://www.parfumo.com/Perfumes/marc-gebauer/air-tiger,Air Tiger  ,Marc Gebauer,2021,2020,"['Juniper', 'Cardamom', 'Sicilian lemon', 'Leather', 'Patchouli', 'Cedar', 'Iris', 'Labdanum', 'Woods', 'Amber', 'Benzoin']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[8, 19, 30, 8, 35]",7.0,9.7,9.6,6.8,7.4,"['Winter', 'Fall', 'Summer', 'Spring']","[37, 37, 7, 19]","['Masculine', 'Classic', 'Modern']","[55, 32, 13]","['Spicy', 'Smoky', 'Oriental', 'Leathery', 'Woody', 'Resinous', 'Earthy', 'Animal']","[20, 13, 9, 17, 18, 9, 8, 6]"
447,https://www.parfumo.com/Perfumes/Jean_Paul_Gaultier/le-beau-le-parfum,Le Beau Le Parfum  ,Jean Paul Gaultier,2022,2020,"['Coconut', 'Pineapple', 'Ambergris', 'Sandalwood', 'Tonka bean', 'Cypress', 'Ginger', 'Iris', 'Patchouli']","['Daily', 'Sport', 'Leisure', 'Night Out', 'Business', 'Evening']","[20, 4, 26, 22, 7, 22]",8.0,8.1,7.8,8.8,7.9,"['Winter', 'Fall', 'Summer', 'Spring']","[9, 19, 38, 33]","['Masculine', 'Feminine', 'Classic', 'Modern']","[48, 6, 6, 40]","['Synthetic', 'Sweet', 'Woody', 'Fruity', 'Fresh', 'Creamy']","[12, 27, 7, 23, 15, 16]"
448,https://www.parfumo.com/Perfumes/Maison_Crivelli/oud-maracuja,Oud Maracujá  ,Maison Crivelli,2023,2020,"['Passion fruit', 'Leather', 'Oud', 'Akigalawood®', 'Saffron', 'Siam benzoin Orpur®', 'Spanish cistus absolute Orpur®', 'Turkish rose absolute Orpur®', 'Indonesian patchouli Orpur®', 'Vanilla']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[6, 19, 35, 4, 35]",8.3,9.2,8.9,7.6,7.0,"['Winter', 'Fall', 'Summer', 'Spring']","[34, 35, 9, 21]","['Masculine', 'Feminine', 'Classic', 'Modern']","[46, 12, 19, 23]","['Spicy', 'Sweet', 'Smoky', 'Oriental', 'Leathery', 'Woody', 'Fruity', 'Animal']","[12, 8, 7, 13, 18, 15, 21, 6]"
449,https://www.parfumo.com/Perfumes/Amouage/reflection-45,Reflection 45  ,Amouage,2021,2020,"['Benzoin', 'Cardamom', 'Clary sage', 'Pink pepper', 'Lavender', 'Juniper berry', 'Iris', 'Jasmine', 'Neroli', 'Angelica', 'Tonka bean', 'Vanilla', 'Sandalwood', 'Cedarwood', 'Frankincense', 'Myrrh', 'Opoponax', 'Patchouli', 'Vetiver']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[19, 19, 22, 18, 22]",8.8,8.8,7.8,9.3,6.0,"['Winter', 'Fall', 'Summer', 'Spring']","[24, 30, 18, 29]","['Masculine', 'Feminine', 'Classic', 'Modern']","[46, 6, 27, 21]","['Spicy', 'Sweet', 'Powdery', 'Oriental', 'Woody', 'Resinous', 'Fresh', 'Creamy', 'Floral']","[15, 7, 16, 5, 14, 5, 11, 7, 19]"
450,https://www.parfumo.com/Perfumes/Hermes/h24-eau-de-toilette,H24 ,Hermès,2021,2020,"['Clary sage', 'Sclarene', 'Narcissus absolute', 'Rosewood']","['Daily', 'Sport', 'Leisure', 'Night Out', 'Business', 'Evening']","[26, 13, 26, 6, 23, 7]",7.4,7.1,6.7,7.3,6.9,"['Winter', 'Fall', 'Summer', 'Spring']","[6, 20, 36, 38]","['Masculine', 'Feminine', 'Classic', 'Modern']","[45, 11, 20, 24]","['Citrus', 'Spicy', 'Synthetic', 'Woody', 'Green', 'Fruity', 'Fresh', 'Floral']","[11, 7, 9, 11, 21, 6, 23, 10]"
451,https://www.parfumo.com/Perfumes/bdk_Parfums/gris-charnel-extrait,Gris Charnel ,bdk Parfums,2022,2020,"['Cardamom', 'Fig', 'Black tea', 'Iris tingitana absolute', 'Bourbon vetiver', 'Cistus', 'Bourbon vanilla absolute', 'Indonesian patchouli', 'American cedar', 'Brazilian tonka bean absolute', 'Sandalwood']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[13, 19, 28, 12, 28]",8.5,8.5,8.0,8.2,7.2,"['Winter', 'Fall', 'Summer', 'Spring']","[35, 38, 5, 21]","['Masculine', 'Feminine', 'Classic', 'Modern']","[37, 26, 18, 19]","['Spicy', 'Sweet', 'Smoky', 'Powdery', 'Woody', 'Fruity', 'Creamy']","[23, 19, 10, 6, 20, 6, 17]"
452,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/libre-eau-de-parfum-intense,Libre ,Yves Saint Laurent,2020,2020,"['Bergamot', 'French lavender', 'Mandarin orange', 'Lavender', 'Moroccan orange blossom absolute', 'Jasmine sambac absolute', 'Orchid', 'Venezuelan tonka bean absolute', 'Bourbon vanilla', 'Ambergris', 'Vetiver']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[13, 17, 30, 11, 29]",8.2,8.4,8.1,8.7,8.0,"['Winter', 'Fall', 'Summer', 'Spring']","[34, 38, 8, 20]","['Masculine', 'Feminine', 'Classic', 'Modern']","[7, 49, 20, 25]","['Spicy', 'Sweet', 'Powdery', 'Oriental', 'Gourmand', 'Fruity', 'Creamy', 'Floral']","[14, 25, 6, 11, 5, 5, 13, 21]"
453,https://www.parfumo.com/Perfumes/Lattafa/liam,Liam  ,Lattafa / لطافة,2023,2020,"['Cardamom', 'Black tea', 'Fig', 'Labdanum', 'Iris', 'Vetiver', 'Vanilla', 'Sandalwood', 'Tonka bean', 'Patchouli']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[21, 22, 18, 18, 21]",8.3,7.8,7.4,7.2,9.3,"['Winter', 'Fall', 'Summer', 'Spring']","[25, 33, 12, 29]","['Masculine', 'Feminine', 'Classic', 'Modern']","[36, 23, 15, 25]","['Spicy', 'Sweet', 'Powdery', 'Oriental', 'Woody', 'Fruity', 'Fresh', 'Creamy']","[19, 22, 11, 6, 9, 6, 5, 22]"
454,https://www.parfumo.com/Perfumes/Xerjoff/torino22,Torino22  ,XerJoff,2022,2020,"['Saffron', 'Eucalyptus', 'Bergamot', 'Clary sage', 'Maté', 'Gaiac wood', 'Musk', 'Dry woods']","['Daily', 'Sport', 'Leisure', 'Night Out', 'Business', 'Evening']","[20, 4, 21, 20, 15, 19]",8.2,8.3,7.9,9.1,7.1,"['Winter', 'Fall', 'Summer', 'Spring']","[20, 28, 22, 30]","['Masculine', 'Feminine', 'Classic', 'Modern']","[42, 21, 13, 24]","['Citrus', 'Spicy', 'Sweet', 'Woody', 'Green', 'Fresh', 'Creamy']","[5, 22, 23, 17, 6, 17, 9]"
455,https://www.parfumo.com/Perfumes/Parfums_de_Marly/perseus,Perseus  ,Parfums de Marly,2024,2020,"['Grapefruit', 'Bergamot', 'Blackcurrant bud', 'Vetiver', 'Geranium', 'Green mandarin orange', 'Cashmere wood', 'Dry woods', 'Ambergris']","['Daily', 'Sport', 'Leisure', 'Night Out', 'Business', 'Evening']","[24, 14, 25, 10, 19, 8]",7.6,7.8,7.4,8.2,6.1,"['Fall', 'Summer', 'Spring']","[15, 45, 40]","['Masculine', 'Feminine', 'Classic', 'Modern']","[44, 11, 17, 28]","['Citrus', 'Spicy', 'Woody', 'Green', 'Fruity', 'Fresh']","[27, 7, 16, 12, 14, 25]"
456,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/le-vestiaire-babycat,Le Vestiaire - Babycat  ,Yves Saint Laurent,2022,2020,"['Elemi resin', 'Black pepper', 'Pink pepper', 'Frankincense', 'Frankincense resin', 'Saffron', 'Vanilla', 'Suede', 'Cedarwood']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[8, 17, 33, 7, 35]",8.3,8.5,8.1,8.3,6.9,"['Winter', 'Fall', 'Spring']","[43, 44, 13]","['Masculine', 'Feminine', 'Classic', 'Modern']","[31, 34, 19, 16]","['Spicy', 'Sweet', 'Smoky', 'Oriental', 'Leathery', 'Woody', 'Resinous', 'Gourmand', 'Creamy']","[16, 19, 17, 7, 11, 7, 13, 6, 5]"
457,https://www.parfumo.com/Perfumes/Givenchy/l-interdit-eau-de-parfum-rouge,L'Interdit ,Givenchy,2021,2020,"['Sicilian blood orange', 'Ginger', 'Pimento leaf', 'Tuberose', 'Indian jasmine sambac absolute', 'Tunisian orange blossom absolute', 'New Caledonian sandalwood', 'Indonesian patchouli']","['Daily', 'Leisure', 'Night Out', 'Business', 'Evening']","[11, 16, 32, 8, 33]",8.4,8.5,8.2,8.3,8.1,"['Winter', 'Fall', 'Summer', 'Spring']","[38, 39, 8, 16]","['Masculine', 'Feminine', 'Classic', 'Modern']","[5, 52, 23, 20]","['Spicy', 'Sweet', 'Powdery', 'Oriental', 'Woody', 'Fruity', 'Creamy', 'Floral']","[19, 22, 6, 12, 6, 9, 8, 19]"
458,https://www.parfumo.com/Perfumes/Hermes/terre-d-hermes-eau-givree,Terre d'Hermès Eau Givrée  ,Hermès,2022,2020,"['Citron', 'Juniper berry', 'Nepalese sichuan pepper']","['Daily', 'Sport', 'Leisure', 'Night Out', 'Business', 'Evening']","[26, 15, 25, 7, 21, 7]",8.3,7.0,6.8,7.8,7.4,"['Winter', 'Fall', 'Summer', 'Spring']","[4, 16, 43, 37]","['Masculine', 'Feminine', 'Classic', 'Modern']","[44, 8, 23, 25]","['Citrus', 'Spicy', 'Woody', 'Green', 'Fruity', 'Fresh', 'Earthy']","[26, 13, 15, 11, 5, 25, 6]"
